Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1
78.53856155538628
78.53856155538531
78.53856155537603
78.53856155528288
78.53856155435082
78.53856154503168
78.53856145183777
78.53856051989426
78.53855120049728
78.53845800916268
78.99440499527373
78.99440499527364
78.99440499527282
78.99440499526297
78.99440499516776
78.99440499421345
78.99440498466619
78.99440488919912
78.9944039345282
78.9943943878402
78.99429892328938
80.04623199321627
80.04623199321611
80.04623199321512
80.04623199320481
80.0462319931005
80.04623199206193
80.04623198167367
80.04623187779524
80.04623083900813
80.04622045116356
80.04611657525146
85.63429782412393
85.63429782412379
85.63429782412229
85.63429782410847
85.63429782396942
85.63429782258207
85.6342978087089
85.63429766997905
85.63429628267617
85.63428240966296
85.63414368145656



Mean absolute error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.15506363653732225
0.15506363653732294
0.15506363653732733
0.15506363653736624
0.1550636365377824
0.15506363654193586
0.15506363658347155
0.15506363699881207
0.15506364115221988
0.15506368268624135
0.155064098023066
0.15477024214601784
0.15477024214601845
0.15477024214602306
0.15477024214607435
0.15477024214658527
0.15477024215169233
0.1547702422027659
0.15477024271352252
0.15477024782106807
0.15477029889635135
0.1547708096305005
0.15507211058461762
0.15507211058461848
0.15507211058462184
0.15507211058466341
0.15507211058506915
0.15507211058915532
0.15507211063001022
0.15507211103855215
0.15507211512395513
0.15507215597802898
0.155072564523616
0.15480071595761416
0.1548007159576151
0.15480071595761977
0.15480071595767586
0.15480071595822475
0.15480071596372094
0.15480071601867798
0.15480071656821423
0.15480072206360115
0.15480077701720782
0.15480132652601863
0.15503144016290105
0.15503144016290157
0.15503144016290557
0.1550314401629531
0.1550314401634136
0.15503144016803375
0.1550314402142419
0.15503144067629104
0.15503144529680693
0.15503149150177706
0.15503195353728902
0.1539039877037976
0.1539039877037983
0.15390398770380234
0.15390398770384345
0.1539039877042319
0.15390398770814587
0.1539039877472758
0.1539039881385817
0.15390399205163624
0.15390403118230955
0.15390442250403966
0.1547699933340721
0.15476999333407293
0.15476999333407804
0.15476999333413247
0.15476999333465877
0.15476999333992716
0.15476999339262185
0.15476999391957474
0.15476999918908943
0.15477005188396645
0.15477057880493064
0.15487593991791948
0.15487593991792026
0.15487593991792584
0.1548759399179821
0.15487593991856416
0.1548759399243905
0.15487593998263727
0.15487594056508294
0.15487594638956764
0.15487600463382445
0.15487658702044452
0.15523492829162022
0.15523492829162114
0.15523492829162563
0.15523492829167776
0.1552349282921721
0.15523492829715188
0.1552349283469262
0.15523492884465878
0.15523493382200973
0.15523498359514157
0.15523548129208783
0.15526329944691517
0.15526329944691558
0.15526329944691833
0.15526329944694894
0.15526329944726905
0.1552632994504657
0.15526329948243556
0.15526329980215112
0.15526330299929503
0.15526333497074465
0.15526365468728817
0.15419142431164493
0.1541914243116458
0.1541914243116517
0.1541914243117095
0.15419142431229274
0.15419142431810917
0.15419142437630332
0.15419142495822424
0.15419143077742126
0.15419148896938042
0.1541920708874795
0.15620052965837816
0.15620052965837875
0.15620052965838277
0.15620052965842698
0.15620052965886422
0.15620052966325199
0.1562005297071451
0.1562005301460732
0.15620053453535834
0.15620057842819907
0.15620101735694095
0.15536293582672714
0.15536293582672764
0.15536293582673252
0.155362935826789
0.1553629358273517
0.15536293583297342
0.15536293588918074
0.15536293645127403
0.15536294207220605
0.15536299828150812
0.15536356037249158
0.16261242028999662
0.16261242028999723
0.16261242029000306
0.16261242029006104
0.1626124202906485
0.16261242029652578
0.1626124203552952
0.16261242094297418
0.1626124268197777
0.1626124855878079
0.16261307326693575
0.2063553922882889
0.2063553922882892
0.20635539228829097
0.2063553922883104
0.20635539228851743
0.20635539229056898
0.20635539231110003
0.20635539251640256
0.20635539456942942
0.20635541509972108
0.20635562040314542



Root absolute error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
47.21887169406937
47.218871694069584
47.21887169407092
47.21887169408277
47.2188716942095
47.218871695474284
47.21887170812243
47.21887183459896
47.21887309936506
47.21888574700879
47.2190122224138
47.12952932839212
47.12952932839231
47.12952932839371
47.129529328409326
47.129529328564914
47.12952933012008
47.12952934567263
47.129529501204594
47.129531056517905
47.12954660959858
47.129702134715856
47.22145215046073
47.221452150461
47.221452150462014
47.221452150474676
47.221452150598225
47.22145215184252
47.22145216428336
47.22145228868963
47.22145353274739
47.22146597333832
47.22159038072413
47.13880899596556
47.13880899596585
47.138808995967274
47.138808995984355
47.1388089961515
47.13880899782516
47.13880901456029
47.13880918190114
47.13881085531713
47.13882758939716
47.13899492189762
47.209067483960816
47.20906748396098
47.209067483962194
47.20906748397667
47.2090674841169
47.20906748552379
47.20906749959477
47.20906764029468
47.20906904730119
47.209083117308865
47.209223813064774
46.86574370930682
46.86574370930703
46.86574370930826
46.86574370932078
46.86574370943907
46.86574371063092
46.86574372254649
46.86574384170417
46.86574503327961
46.86575694907292
46.86587611157276
47.12945356195452
47.12945356195477
47.129453561956325
47.1294535619729
47.129453562133165
47.129453563737464
47.129453579783664
47.129453740247605
47.1294553448826
47.12947139115039
47.12963184536104
47.161715659379986
47.16171565938022
47.161715659381926
47.16171565939906
47.1617156595763
47.1617156613505
47.161715679087386
47.16171585644958
47.16171763008009
47.161735366205406
47.161912710421646
47.27103223634133
47.27103223634161
47.271032236342975
47.27103223635885
47.27103223650938
47.27103223802579
47.27103225318271
47.27103240474868
47.271033920416066
47.271049076974876
47.271200632096196
47.27967161802746
47.27967161802758
47.279671618028416
47.27967161803774
47.27967161813522
47.27967161910864
47.27967162884387
47.27967172620137
47.27967269977282
47.27968243549043
47.279779793290004
46.953271853294694
46.953271853294964
46.953271853296755
46.953271853314355
46.953271853491955
46.95327185526314
46.953271872984004
46.953272050186406
46.95327382220675
46.95329154240675
46.95346874395233
47.565070271710034
47.56507027171021
47.565070271711434
47.5650702717249
47.56507027185805
47.56507027319418
47.56507028656019
47.565070420219456
47.565071756813225
47.56508512274776
47.56521878219499
47.310012177164744
47.31001217716489
47.31001217716638
47.31001217718358
47.31001217735493
47.31001217906681
47.31001219618266
47.3100123673473
47.3100140789934
47.31003119544882
47.31020235938268
49.517573436292565
49.51757343629276
49.51757343629453
49.51757343631219
49.517573436491084
49.517573438280785
49.51757345617683
49.517573635132635
49.51757542469489
49.51759332031593
49.51777227616887
62.83787101494176
62.837871014941854
62.837871014942394
62.83787101494831
62.83787101501136
62.83787101563608
62.83787102188804
62.83787108440531
62.837871709578394
62.83787796131625
62.837940478849504



Combined = (1-abs(CC)) + RRSE + RAE:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Accuracy:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61310740018128
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.61003487318145
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59928102868204
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.59620850168221
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57930960318313
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.57162828568356
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.50864148218703
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.41339314519226
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.39956677369302
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
87.01857342571398
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648
84.2763430783648



Kappa:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5892364188050068
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5891345302818282
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5886428698720609
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5874076702565875
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5882459108749348
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5872780169291935
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5869568463045842
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5872819804537248
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5875819353298183
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5868818984971288
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5835830752773443
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5841533886350282
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5789077300982053
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.5752134734443152
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696
0.545276492407696



Best performance:
Performance (-2, 1): 84.2763430783648 (ACC)

Result of Step 1: -12, 14

=== Initial space - End ===

Center is on border of space.

Final result:-12, 14
Classifier: weka.classifiers.functions.Logistic -R 1.0E-12 -M 14
Shutting down thread pool...
Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1

Step 1:


=== Initial space - Start ===
Determining best values with 10-fold CV in space:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0

Performance (-12, 1): 84.25790791636581 (ACC): cached=false
Performance (-11, 1): 84.25790791636581 (ACC): cached=false
Performance (-10, 1): 84.25790791636581 (ACC): cached=false
Performance (-9, 1): 84.25790791636581 (ACC): cached=false
Performance (-8, 1): 84.25790791636581 (ACC): cached=false
Performance (-7, 1): 84.25790791636581 (ACC): cached=false
Performance (-6, 1): 84.25790791636581 (ACC): cached=false
Performance (-5, 1): 84.25790791636581 (ACC): cached=false
Performance (-4, 1): 84.25790791636581 (ACC): cached=false
Performance (-3, 1): 84.25790791636581 (ACC): cached=false
Performance (-2, 1): 84.25790791636581 (ACC): cached=false
Performance (-12, 2): 86.91564377121964 (ACC): cached=false
Performance (-11, 2): 86.91564377121964 (ACC): cached=false
Performance (-10, 2): 86.91564377121964 (ACC): cached=false
Performance (-9, 2): 86.91564377121964 (ACC): cached=false
Performance (-8, 2): 86.91564377121964 (ACC): cached=false
Performance (-7, 2): 86.91564377121964 (ACC): cached=false
Performance (-6, 2): 86.91564377121964 (ACC): cached=false
Performance (-5, 2): 86.91564377121964 (ACC): cached=false
Performance (-4, 2): 86.91564377121964 (ACC): cached=false
Performance (-3, 2): 86.91564377121964 (ACC): cached=false
Performance (-2, 2): 86.91564377121964 (ACC): cached=false
Performance (-12, 3): 87.36116018619514 (ACC): cached=false
Performance (-11, 3): 87.36116018619514 (ACC): cached=false
