=== Predictions on user test set ===

    inst#     actual  predicted error prediction
    12823        1:?      2:Yes       1 
    12824        1:?      2:Yes       0.91 
    12825        1:?      2:Yes       0.81 
    12826        1:?      2:Yes       0.71 
    12827        1:?      2:Yes       0.82 
    12828        1:?      2:Yes       0.95 
    12829        1:?      2:Yes       0.96 
    12830        1:?      2:Yes       0.88 
    12831        1:?      2:Yes       0.96 
    12832        1:?      2:Yes       0.58 
    12833        1:?      2:Yes       0.74 
    12834        1:?      2:Yes       0.76 
    12835        1:?      2:Yes       0.81 
    12836        1:?      2:Yes       0.94 
    12837        1:?      2:Yes       0.83 
    12838        1:?      2:Yes       0.81 
    12839        1:?      2:Yes       0.96 
    12840        1:?      2:Yes       1 
    12841        1:?       1:No       0.54 
    12842        1:?      2:Yes       0.96 
    12843        1:?      2:Yes       0.85 
    12844        1:?      2:Yes       0.9 
    12845        1:?      2:Yes       0.94 
    12846        1:?      2:Yes       0.95 
    12847        1:?       1:No       0.77 
    12848        1:?      2:Yes       0.91 
    12849        1:?      2:Yes       1 
    12850        1:?      2:Yes       0.88 
    12851        1:?      2:Yes       0.79 
    12852        1:?      2:Yes       0.87 
    12853        1:?      2:Yes       0.97 
    12854        1:?      2:Yes       0.98 
    12855        1:?       1:No       0.5 
    12856        1:?      2:Yes       0.98 
    12857        1:?      2:Yes       0.9 
    12858        1:?      2:Yes       0.92 
    12859        1:?      2:Yes       0.98 
    12860        1:?      2:Yes       0.95 
    12861        1:?      2:Yes       0.92 
    12862        1:?      2:Yes       0.59 
    12863        1:?      2:Yes       0.95 
    12864        1:?      2:Yes       0.7 
    12865        1:?      2:Yes       0.89 
    12866        1:?      2:Yes       0.98 
    12867        1:?      2:Yes       0.93 
    12868        1:?      2:Yes       0.92 
    12869        1:?      2:Yes       0.96 
    12870        1:?      2:Yes       0.98 
    12871        1:?      2:Yes       0.91 
    12872        1:?      2:Yes       0.92 
    12873        1:?      2:Yes       0.79 
    12874        1:?      2:Yes       0.98 
    12875        1:?      2:Yes       0.96 
    12876        1:?      2:Yes       0.96 
    12877        1:?      2:Yes       0.67 
    12878        1:?      2:Yes       0.89 
    12879        1:?      2:Yes       0.99 
    12880        1:?      2:Yes       0.97 
    12881        1:?      2:Yes       0.97 
    12882        1:?      2:Yes       1 
    12883        1:?      2:Yes       0.98 
    12884        1:?      2:Yes       0.99 
    12885        1:?      2:Yes       0.99 
    12886        1:?      2:Yes       0.96 
    12887        1:?      2:Yes       0.89 
    12888        1:?      2:Yes       0.98 
    12889        1:?      2:Yes       0.97 
    12890        1:?      2:Yes       1 
    12891        1:?      2:Yes       0.97 
    12892        1:?      2:Yes       0.87 
    12893        1:?      2:Yes       0.99 
    12894        1:?      2:Yes       0.96 
    12895        1:?      2:Yes       0.99 
    12896        1:?      2:Yes       0.89 
    12897        1:?       1:No       0.91 
    12898        1:?       1:No       0.57 
    12899        1:?      2:Yes       1 
    12900        1:?       1:No       0.98 
    12901        1:?      2:Yes       0.99 
    12902        1:?      2:Yes       0.74 
    12903        1:?      2:Yes       0.94 
    12904        1:?      2:Yes       0.99 
    12905        1:?      2:Yes       0.99 
    12906        1:?      2:Yes       0.95 
    12907        1:?      2:Yes       0.93 
    12908        1:?      2:Yes       0.99 
    12909        1:?      2:Yes       0.96 
    12910        1:?      2:Yes       0.98 
    12911        1:?      2:Yes       1 
    12912        1:?       1:No       0.58 
    12913        1:?      2:Yes       1 
    12914        1:?      2:Yes       0.9 
    12915        1:?      2:Yes       0.9 
    12916        1:?      2:Yes       0.97 
    12917        1:?      2:Yes       0.81 
    12918        1:?      2:Yes       1 
    12919        1:?       1:No       0.81 
    12920        1:?      2:Yes       1 
    12921        1:?      2:Yes       0.99 
    12922        1:?      2:Yes       1 
    12923        1:?      2:Yes       1 
    12924        1:?      2:Yes       0.91 
    12925        1:?      2:Yes       0.98 
    12926        1:?      2:Yes       0.95 
    12927        1:?      2:Yes       0.99 
    12928        1:?      2:Yes       1 
    12929        1:?      2:Yes       0.9 
    12930        1:?       1:No       0.92 
    12931        1:?      2:Yes       0.99 
    12932        1:?      2:Yes       0.88 
    12933        1:?      2:Yes       0.91 
    12934        1:?      2:Yes       0.99 
    12935        1:?      2:Yes       0.89 
    12936        1:?      2:Yes       0.89 
    12937        1:?      2:Yes       1 
    12938        1:?      2:Yes       0.89 
    12939        1:?      2:Yes       0.93 
    12940        1:?      2:Yes       0.63 
    12941        1:?       1:No       0.64 
    12942        1:?      2:Yes       0.94 
    12943        1:?      2:Yes       0.94 
    12944        1:?      2:Yes       0.72 
    12945        1:?      2:Yes       0.76 
    12946        1:?      2:Yes       0.82 
    12947        1:?      2:Yes       0.62 
    12948        1:?       1:No       0.91 
    12949        1:?      2:Yes       0.66 
    12950        1:?      2:Yes       0.79 
    12951        1:?      2:Yes       0.88 
    12952        1:?       1:No       0.96 
    12953        1:?      2:Yes       0.98 
    12954        1:?      2:Yes       0.96 
    12955        1:?      2:Yes       0.96 
    12956        1:?      2:Yes       0.98 
    12957        1:?      2:Yes       0.89 
    12958        1:?      2:Yes       0.69 
    12959        1:?      2:Yes       0.89 
    12960        1:?      2:Yes       0.76 
    12961        1:?      2:Yes       0.56 
    12962        1:?      2:Yes       0.98 
    12963        1:?      2:Yes       0.71 
    12964        1:?      2:Yes       0.95 
    12965        1:?      2:Yes       0.77 
    12966        1:?      2:Yes       0.98 
    12967        1:?      2:Yes       0.98 
    12968        1:?      2:Yes       1 
    12969        1:?      2:Yes       0.72 
    12970        1:?      2:Yes       0.96 
    12971        1:?      2:Yes       1 
    12972        1:?       1:No       0.63 
    12973        1:?       1:No       0.61 
    12974        1:?       1:No       0.78 
    12975        1:?      2:Yes       0.98 
    12976        1:?      2:Yes       0.97 
    12977        1:?      2:Yes       0.99 
    12978        1:?      2:Yes       0.95 
    12979        1:?      2:Yes       1 
    12980        1:?      2:Yes       0.61 
    12981        1:?      2:Yes       0.96 
    12982        1:?      2:Yes       0.82 
    12983        1:?      2:Yes       0.94 
    12984        1:?      2:Yes       0.98 
    12985        1:?      2:Yes       0.93 
    12986        1:?      2:Yes       0.95 
    12987        1:?       1:No       0.97 
    12988        1:?      2:Yes       0.73 
    12989        1:?      2:Yes       1 
    12990        1:?      2:Yes       0.78 
    12991        1:?      2:Yes       1 
    12992        1:?      2:Yes       0.63 
    12993        1:?       1:No       0.63 
    12994        1:?      2:Yes       0.71 
    12995        1:?      2:Yes       0.85 
    12996        1:?      2:Yes       0.97 
    12997        1:?      2:Yes       0.69 
    12998        1:?      2:Yes       0.99 
    12999        1:?      2:Yes       0.97 
    13000        1:?      2:Yes       0.77 
    13001        1:?       1:No       0.82 
    13002        1:?      2:Yes       0.92 
    13003        1:?      2:Yes       0.61 
    13004        1:?      2:Yes       0.6 
    13005        1:?      2:Yes       0.97 
    13006        1:?      2:Yes       0.98 
    13007        1:?      2:Yes       0.58 
    13008        1:?      2:Yes       0.94 
    13009        1:?      2:Yes       0.97 
    13010        1:?      2:Yes       0.96 
    13011        1:?      2:Yes       0.94 
    13012        1:?      2:Yes       0.64 
    13013        1:?      2:Yes       0.86 
    13014        1:?      2:Yes       1 
    13015        1:?       1:No       0.6 
    13016        1:?      2:Yes       1 
    13017        1:?      2:Yes       0.87 
    13018        1:?      2:Yes       1 
    13019        1:?       1:No       0.53 
    13020        1:?      2:Yes       0.92 
    13021        1:?      2:Yes       0.85 
    13022        1:?      2:Yes       0.93 
    13023        1:?      2:Yes       0.97 
    13024        1:?      2:Yes       0.99 
    13025        1:?      2:Yes       0.92 
    13026        1:?      2:Yes       0.82 
    13027        1:?      2:Yes       0.78 
    13028        1:?      2:Yes       0.95 
    13029        1:?      2:Yes       0.93 
    13030        1:?      2:Yes       0.61 
    13031        1:?       1:No       0.61 
    13032        1:?      2:Yes       0.99 
    13033        1:?      2:Yes       0.9 
    13034        1:?      2:Yes       0.99 
    13035        1:?      2:Yes       0.96 
    13036        1:?      2:Yes       0.97 
    13037        1:?      2:Yes       0.99 
    13038        1:?      2:Yes       0.98 
    13039        1:?       1:No       0.93 
    13040        1:?      2:Yes       0.89 
    13041        1:?      2:Yes       0.85 
    13042        1:?      2:Yes       0.98 
    13043        1:?      2:Yes       0.93 
    13044        1:?      2:Yes       0.77 
    13045        1:?      2:Yes       0.83 
    13046        1:?      2:Yes       0.71 
    13047        1:?      2:Yes       1 
    13048        1:?      2:Yes       0.78 
    13049        1:?      2:Yes       1 
    13050        1:?      2:Yes       0.89 
    13051        1:?      2:Yes       0.82 
    13052        1:?      2:Yes       0.91 
    13053        1:?      2:Yes       0.98 
    13054        1:?       1:No       0.79 
    13055        1:?      2:Yes       0.92 
    13056        1:?      2:Yes       0.89 
    13057        1:?      2:Yes       0.86 
    13058        1:?      2:Yes       0.62 
    13059        1:?      2:Yes       0.66 
    13060        1:?      2:Yes       0.94 
    13061        1:?      2:Yes       0.96 
    13062        1:?       1:No       0.92 
    13063        1:?      2:Yes       0.93 
    13064        1:?       1:No       0.92 
    13065        1:?      2:Yes       0.92 
    13066        1:?       1:No       0.85 
    13067        1:?      2:Yes       0.87 
    13068        1:?      2:Yes       0.93 
    13069        1:?       1:No       0.58 
    13070        1:?       1:No       0.8 
    13071        1:?      2:Yes       0.93 
    13072        1:?      2:Yes       0.85 
    13073        1:?      2:Yes       0.77 
    13074        1:?      2:Yes       1 
    13075        1:?       1:No       0.64 
    13076        1:?       1:No       0.95 
    13077        1:?      2:Yes       0.76 
    13078        1:?      2:Yes       0.99 
    13079        1:?      2:Yes       0.84 
